,experiment,item_id,condition,sentence,expected,prediction,error,model
78,multiple_rcpp,7,SSA_prep,the teacher at the board that wrote neatly,VBZ,VBZ,False,0
79,multiple_rcpp,7,SSS_prep,the teacher at the board that wrote the word,VBZ,VBZ,False,0
80,multiple_rcpp,7,SPA_prep,the teacher at the boards that wrote neatly,VBZ,VBZ,False,0
81,multiple_rcpp,7,SPP_prep,the teacher at the boards that wrote the words,VBZ,VBP,True,0
82,multiple_rcpp,7,SPS_prep,the teacher at the boards that wrote the word,VBZ,VBZ,False,0
83,multiple_rcpp,7,SSP_prep,the teacher at the board that wrote the words,VBZ,VBZ,False,0
84,multiple_rcpp,8,SAS_rel,the cop that searched silently near the criminal,VBZ,VBZ,False,0
85,multiple_rcpp,8,SSS_rel,the cop that searched the street near the criminal,VBZ,VBZ,False,0
86,multiple_rcpp,8,SAP_rel,the cop that searched silently near the criminals,VBZ,VBZ,False,0
87,multiple_rcpp,8,SPP_rel,the cop that searched the streets near the criminals,VBZ,VBZ,False,0
88,multiple_rcpp,8,SSP_rel,the cop that searched the street near the criminals,VBZ,VBZ,False,0
89,multiple_rcpp,8,SPS_rel,the cop that searched the streets near the criminal,VBZ,VBZ,False,0
90,multiple_rcpp,8,SSA_prep,the cop near the criminal that searched silently,VBZ,VBZ,False,0
91,multiple_rcpp,8,SSS_prep,the cop near the criminal that searched the street,VBZ,VBZ,False,0
92,multiple_rcpp,8,SPA_prep,the cop near the criminals that searched silently,VBZ,VBZ,False,0
93,multiple_rcpp,8,SPP_prep,the cop near the criminals that searched the streets,VBZ,VBZ,False,0
94,multiple_rcpp,8,SPS_prep,the cop near the criminals that searched the street,VBZ,VBZ,False,0
95,multiple_rcpp,8,SSP_prep,the cop near the criminal that searched the streets,VBZ,VBZ,False,0
96,multiple_rcpp,9,SAS_rel,the banker that checked diligently at the desk,VBZ,VBZ,False,0
97,multiple_rcpp,9,SSS_rel,the banker that checked the account at the desk,VBZ,VBZ,False,0
98,multiple_rcpp,9,SAP_rel,the banker that checked diligently at the desks,VBZ,VBZ,False,0
99,multiple_rcpp,9,SPP_rel,the banker that checked the accounts at the desks,VBZ,VBZ,False,0
100,multiple_rcpp,9,SSP_rel,the banker that checked the account at the desks,VBZ,VBZ,False,0
101,multiple_rcpp,9,SPS_rel,the banker that checked the accounts at the desks,VBZ,VBZ,False,0
102,multiple_rcpp,9,SSA_prep,the banker at the desk that checked diligently,VBZ,VBZ,False,0
103,multiple_rcpp,9,SSS_prep,the banker at the desk that checked the account,VBZ,VBZ,False,0
104,multiple_rcpp,9,SPA_prep,the banker at the desks that checked diligently,VBZ,VBZ,False,0
105,multiple_rcpp,9,SPP_prep,the banker at the desks that checked the accounts,VBZ,VBZ,False,0
106,multiple_rcpp,9,SPS_prep,the banker at the desks that checked the account,VBZ,VBZ,False,0
107,multiple_rcpp,9,SSP_prep,the banker at the desk that checked the accounts,VBZ,VBZ,False,0
108,multiple_rcpp,10,SAS_rel,the actor that performed alone on the stage,VBZ,VBZ,False,0
109,multiple_rcpp,10,SSS_rel,the actor that performed the show on the stage,VBZ,VBZ,False,0
110,multiple_rcpp,10,SAP_rel,the actor that performed alone on the stages,VBZ,VBZ,False,0
111,multiple_rcpp,10,SPP_rel,the actor that performed the shows on the stages,VBZ,VBZ,False,0
112,multiple_rcpp,10,SSP_rel,the actor that performed the show on the stages,VBZ,VBZ,False,0
113,multiple_rcpp,10,SPS_rel,the actor that performed the shows on the stage,VBZ,VBZ,False,0
114,multiple_rcpp,10,SSA_prep,the actor on the stage that performed alone,VBZ,VBZ,False,0
115,multiple_rcpp,10,SSS_prep,the actor on the stage that performed the show,VBZ,VBZ,False,0
116,multiple_rcpp,10,SPA_prep,the actor on the stages that performed alone,VBZ,VBZ,False,0
117,multiple_rcpp,10,SPP_prep,the actor on the stages that performed the shows,VBZ,VBZ,False,0
118,multiple_rcpp,10,SPS_prep,the actor on the stages that performed the show,VBZ,VBZ,False,0
119,multiple_rcpp,10,SSP_prep,the actor on the stage that performed the shows,VBZ,VBZ,False,0
120,multiple_rcpp,11,SAS_rel,the assailant that stabbed suddenly with the knife,VBZ,VBZ,False,0
121,multiple_rcpp,11,SSS_rel,the assailant that stabbed the victim with the knife,VBZ,VBZ,False,0
122,multiple_rcpp,11,SAP_rel,the assailant that stabbed suddenly with the knives,VBZ,VBZ,False,0
123,multiple_rcpp,11,SPP_rel,the assailant that stabbed the victims with the knives,VBZ,VBZ,False,0
124,multiple_rcpp,11,SSP_rel,the assailant that stabbed the victim with the knives,VBZ,VBZ,False,0
125,multiple_rcpp,11,SPS_rel,the assailant that stabbed the victims with the knife,VBZ,VBZ,False,0
126,multiple_rcpp,11,SSA_prep,the assailant with the knife that stabbed suddenly,VBZ,VBZ,False,0
127,multiple_rcpp,11,SSS_prep,the assailant with the knife that stabbed the victim,VBZ,VBZ,False,0
128,multiple_rcpp,11,SPA_prep,the assailant with the knives that stabbed suddenly,VBZ,VBZ,False,0
129,multiple_rcpp,11,SPP_prep,the assailant with the knives that stabbed the victims,VBZ,VBZ,False,0
130,multiple_rcpp,11,SPS_prep,the assailant with the knives that stabbed the victim,VBZ,VBZ,False,0
131,multiple_rcpp,11,SSP_prep,the assailant with the knife that stabbed the victims,VBZ,VBZ,False,0
132,multiple_rcpp,12,SAS_rel,the coach that watched closely on the field,VBZ,VBZ,False,0
133,multiple_rcpp,12,SSS_rel,the coach that watched the player on the field,VBZ,VBZ,False,0
134,multiple_rcpp,12,SAP_rel,the coach that watched closely on the fields,VBZ,VBZ,False,0
135,multiple_rcpp,12,SPP_rel,the coach that watched the players on the fields,VBZ,VBZ,False,0
136,multiple_rcpp,12,SSP_rel,the coach that watched the player on the fields,VBZ,VBZ,False,0
137,multiple_rcpp,12,SPS_rel,the coach that watched the players on the field,VBZ,VBZ,False,0
138,multiple_rcpp,12,SSA_prep,the coach on the field that watched closely,VBZ,VBZ,False,0
139,multiple_rcpp,12,SSS_prep,the coach on the field that watched the player,VBZ,VBZ,False,0
140,multiple_rcpp,12,SPA_prep,the coach on the fields that watched closely,VBZ,VBZ,False,0
141,multiple_rcpp,12,SPP_prep,the coach on the fields that watched the players,VBZ,VBZ,False,0
142,multiple_rcpp,12,SPS_prep,the coach on the fields that watched the player,VBZ,VBZ,False,0
143,multiple_rcpp,12,SSP_prep,the coach on the field that watched the players,VBZ,VBP,True,0
144,multiple_rcpp,13,SAS_rel,the father that cleaned calmly near the table,VBZ,VBZ,False,0
145,multiple_rcpp,13,SSS_rel,the father that cleaned the dish near the table,VBZ,VBZ,False,0
146,multiple_rcpp,13,SAP_rel,the father that cleaned calmly near the tables,VBZ,VBZ,False,0
147,multiple_rcpp,13,SPP_rel,the father that cleaned the dishes near the tables,VBZ,VBZ,False,0
148,multiple_rcpp,13,SSP_rel,the father that cleaned the dish near the tables,VBZ,VBZ,False,0
149,multiple_rcpp,13,SPS_rel,the father that cleaned the dishes near the table,VBZ,VBZ,False,0
150,multiple_rcpp,13,SSA_prep,the father near the table that cleaned calmly,VBZ,VBZ,False,0
151,multiple_rcpp,13,SSS_prep,the father near the table that cleaned the dish,VBZ,VBZ,False,0
152,multiple_rcpp,13,SPA_prep,the father near the tables that cleaned calmly,VBZ,VBZ,False,0
153,multiple_rcpp,13,SPP_prep,the father near the tables that cleaned the dishes,VBZ,VBZ,False,0
154,multiple_rcpp,13,SPS_prep,the father near the tables that cleaned the dish,VBZ,VBZ,False,0
155,multiple_rcpp,13,SSP_prep,the father near the table that cleaned the dishes,VBZ,VBZ,False,0
156,multiple_rcpp,14,SAS_rel,the lifeguard that drank RB on the beach,VBZ,VBZ,False,0
157,multiple_rcpp,14,SSS_rel,the lifeguard that drank the soda on the beach,VBZ,VBZ,False,0
158,multiple_rcpp,14,SAP_rel,the lifeguard that drank RB on the beaches,VBZ,VBZ,False,0
159,multiple_rcpp,14,SPP_rel,the lifeguard that drank the NNS on the beaches,VBZ,VBZ,False,0
160,multiple_rcpp,14,SSP_rel,the lifeguard that drank the soda on the beaches,VBZ,VBZ,False,0
161,multiple_rcpp,14,SPS_rel,the lifeguard that drank the NNS on the beach,VBZ,VBZ,False,0
162,multiple_rcpp,14,SSA_prep,the lifeguard on the beach that drank RB,VBZ,VBZ,False,0
163,multiple_rcpp,14,SSS_prep,the lifeguard on the beach that drank the soda,VBZ,VBZ,False,0
164,multiple_rcpp,14,SPA_prep,the lifeguard on the beaches that drank RB,VBZ,VBZ,False,0
165,multiple_rcpp,14,SPP_prep,the lifeguard on the beaches that drank the NNS,VBZ,VBP,True,0
166,multiple_rcpp,14,SPS_prep,the lifeguard on the beaches that drank the soda,VBZ,VBZ,False,0
167,multiple_rcpp,14,SSP_prep,the lifeguard on the beach that drank the NNS,VBZ,VBP,True,0
168,multiple_rcpp,15,SAS_rel,the customer that paid promptly in the restaurant,VBZ,VBZ,False,0
169,multiple_rcpp,15,SSS_rel,the customer that paid the bill in the restaurant,VBZ,VBZ,False,0
170,multiple_rcpp,15,SAP_rel,the customer that paid promptly in the restaurants,VBZ,VBZ,False,0
171,multiple_rcpp,15,SPP_rel,the customer that paid the bills in the restaurants,VBZ,VBZ,False,0
172,multiple_rcpp,15,SSP_rel,the customer that paid the bill in the restaurants,VBZ,VBZ,False,0
173,multiple_rcpp,15,SPS_rel,the customer that paid the bills in the restaurant,VBZ,VBZ,False,0
174,multiple_rcpp,15,SSA_prep,the customer in the restaurant that paid promptly,VBZ,VBZ,False,0
175,multiple_rcpp,15,SSS_prep,the customer in the restaurant that paid the bill,VBZ,VBZ,False,0
176,multiple_rcpp,15,SPA_prep,the customer in the restaurants that paid promptly,VBZ,VBZ,False,0
177,multiple_rcpp,15,SPP_prep,the customer in the restaurants that paid the bills,VBZ,VBZ,False,0
178,multiple_rcpp,15,SPS_prep,the customer in the restaurants that paid the bill,VBZ,VBZ,False,0
179,multiple_rcpp,15,SSP_prep,the customer in the restaurants that paid the bills,VBZ,VBZ,False,0
180,multiple_rcpp,16,SAS_rel,the captain that steered bravely in the storm,VBZ,VBZ,False,0
181,multiple_rcpp,16,SSS_rel,the captain that steered the ship in the storm,VBZ,VBZ,False,0
182,multiple_rcpp,16,SAP_rel,the captain that steered bravely in the storms,VBZ,VBZ,False,0
183,multiple_rcpp,16,SPP_rel,the captain that steered the ships in the storms,VBZ,VBZ,False,0
184,multiple_rcpp,16,SSP_rel,the captain that steered the ship in the storms,VBZ,VBZ,False,0
185,multiple_rcpp,16,SPS_rel,the captain that steered the ships in the storm,VBZ,VBZ,False,0
186,multiple_rcpp,16,SSA_prep,the captain in the storm that steered bravely,VBZ,VBZ,False,0
187,multiple_rcpp,16,SSS_prep,the captain in the storm that steered the ship,VBZ,VBZ,False,0
188,multiple_rcpp,16,SPA_prep,the captain in the storms that steered bravely,VBZ,VBZ,False,0
189,multiple_rcpp,16,SPP_prep,the captain in the storms that steered the ships,VBZ,VBZ,False,0
190,multiple_rcpp,16,SPS_prep,the captain in the storms that steered the ship,VBZ,VBZ,False,0
191,multiple_rcpp,16,SSP_prep,the captain in the storm that steered the ships,VBZ,VBZ,False,0
192,multiple_rcpp,17,SAS_rel,the chef that cooked casually near the stove,VBZ,VBZ,False,0
193,multiple_rcpp,17,SSS_rel,the chef that cooked the dinner near the stove,VBZ,VBZ,False,0
194,multiple_rcpp,17,SAP_rel,the chef that cooked casually near the stoves,VBZ,VBZ,False,0
195,multiple_rcpp,17,SPP_rel,the chef that cooked the dinners near the stoves,VBZ,VBZ,False,0
196,multiple_rcpp,17,SSP_rel,the chef that cooked the dinner near the stoves,VBZ,VBZ,False,0
197,multiple_rcpp,17,SPS_rel,the chef that cooked the dinners near the stove,VBZ,VBZ,False,0
198,multiple_rcpp,17,SSA_prep,the chef near the stove that cooked casually,VBZ,VBZ,False,0
199,multiple_rcpp,17,SSS_prep,the chef near the stove that cooked the dinner,VBZ,VBZ,False,0
200,multiple_rcpp,17,SPA_prep,the chef near the stoves that cooked casually,VBZ,VBZ,False,0
201,multiple_rcpp,17,SPP_prep,the chef near the stoves that cooked the dinners,VBZ,VBZ,False,0
202,multiple_rcpp,17,SPS_prep,the chef near the stoves that cooked the dinner,VBZ,VBZ,False,0
203,multiple_rcpp,17,SSP_prep,the chef near the stove that cooked the dinners,VBZ,VBZ,False,0
204,multiple_rcpp,18,SAS_rel,the pilot that flew RB near the cloud,VBZ,VBZ,False,0
205,multiple_rcpp,18,SSS_rel,the pilot that flew the airplane near the cloud,VBZ,VBZ,False,0
206,multiple_rcpp,18,SAP_rel,the pilot that flew RB near the clouds,VBZ,VBZ,False,0
207,multiple_rcpp,18,SPP_rel,the pilot that flew the airplanes near the clouds,VBZ,VBZ,False,0
208,multiple_rcpp,18,SSP_rel,the pilot that flew the airplane near the clouds,VBZ,VBZ,False,0
209,multiple_rcpp,18,SPS_rel,the pilot that flew the airplanes near the cloud,VBZ,VBZ,False,0
210,multiple_rcpp,18,SSA_prep,the pilot near the cloud that flew RB,VBZ,VBZ,False,0
211,multiple_rcpp,18,SSS_prep,the pilot near the cloud that flew the airplane,VBZ,VBZ,False,0
212,multiple_rcpp,18,SPA_prep,the pilot near the clouds that flew RB,VBZ,VBZ,False,0
213,multiple_rcpp,18,SPP_prep,the pilot near the clouds that flew the airplanes,VBZ,VBZ,False,0
214,multiple_rcpp,18,SPS_prep,the pilot near the clouds that flew the airplane,VBZ,VBZ,False,0
215,multiple_rcpp,18,SSP_prep,the pilot near the cloud that flew the airplanes,VBZ,VBZ,False,0
216,multiple_rcpp,19,SAS_rel,the frog that ate quietly near the pond,VBZ,VBZ,False,0
217,multiple_rcpp,19,SSS_rel,the frog that ate the fly near the pond,VBZ,VBZ,False,0
218,multiple_rcpp,19,SAP_rel,the frog that ate quietly near the ponds,VBZ,VBZ,False,0
219,multiple_rcpp,19,SPP_rel,the frog that ate the flies near the ponds,VBZ,VBZ,False,0
220,multiple_rcpp,19,SSP_rel,the frog that ate the fly near the ponds,VBZ,VBZ,False,0
221,multiple_rcpp,19,SPS_rel,the frog that ate the flies near the pond,VBZ,VBZ,False,0
222,multiple_rcpp,19,SSA_prep,the frog near the pond that ate quietly,VBZ,VBZ,False,0
223,multiple_rcpp,19,SSS_prep,the frog near the pond that ate the fly,VBZ,VBZ,False,0
224,multiple_rcpp,19,SPA_prep,the frog near the ponds that ate quietly,VBZ,VBZ,False,0
225,multiple_rcpp,19,SPP_prep,the frog near the ponds that ate the flies,VBZ,VBZ,False,0
226,multiple_rcpp,19,SPS_prep,the frog near the ponds that ate the fly,VBZ,VBZ,False,0
227,multiple_rcpp,19,SSP_prep,the frog near the pond that ate the flies,VBZ,VBZ,False,0
228,multiple_rcpp,20,SAS_rel,the child that played happily with the friend,VBZ,VBZ,False,0
229,multiple_rcpp,20,SSS_rel,the child that played the game with the friend,VBZ,VBZ,False,0
230,multiple_rcpp,20,SAP_rel,the child that played happily with the friends,VBZ,VBZ,False,0
231,multiple_rcpp,20,SPP_rel,the child that played the games with the friends,VBZ,VBZ,False,0
232,multiple_rcpp,20,SSP_rel,the child that played the game with the friends,VBZ,VBZ,False,0
233,multiple_rcpp,20,SPS_rel,the child that played the games with the friend,VBZ,VBZ,False,0
234,multiple_rcpp,20,SSA_prep,the child with the friend that played happily,VBZ,VBZ,False,0
235,multiple_rcpp,20,SSS_prep,the child with the friend that played the game,VBZ,VBZ,False,0
236,multiple_rcpp,20,SPA_prep,the child with the friends that played happily,VBZ,VBZ,False,0
237,multiple_rcpp,20,SPP_prep,the child with the friends that played the games,VBZ,VBZ,False,0
238,multiple_rcpp,20,SPS_prep,the child with the friends that played the game,VBZ,VBZ,False,0
239,multiple_rcpp,20,SSP_prep,the child with the friend that played the games,VBZ,VBZ,False,0
240,multiple_rcpp,21,SAS_rel,the guide that helped greatly with the test,VBZ,VBZ,False,0
241,multiple_rcpp,21,SSS_rel,the guide that helped the student with the test,VBZ,VBZ,False,0
242,multiple_rcpp,21,SAP_rel,the guide that helped greatly with the tests,VBZ,VBZ,False,0
243,multiple_rcpp,21,SPP_rel,the guide that helped the students with the tests,VBZ,VBP,True,0
244,multiple_rcpp,21,SSP_rel,the guide that helped the student with the tests,VBZ,VBZ,False,0
245,multiple_rcpp,21,SPS_rel,the guide that helped the students with the test,VBZ,VBP,True,0
246,multiple_rcpp,21,SSA_prep,the guide with the test that helped greatly,VBZ,VBZ,False,0
247,multiple_rcpp,21,SSS_prep,the guide with the test that helped the student,VBZ,VBZ,False,0
248,multiple_rcpp,21,SPA_prep,the guide with the tests that helped greatly,VBZ,VBZ,False,0
249,multiple_rcpp,21,SPP_prep,the guide with the tests that helped the students,VBZ,VBP,True,0
250,multiple_rcpp,21,SPS_prep,the guide with the tests that helped the student,VBZ,VBZ,False,0
251,multiple_rcpp,21,SSP_prep,the guide with the test that helped the students,VBZ,VBP,True,0
252,multiple_rcpp,22,SAS_rel,the brush that painted smoothly in the studio,VBZ,VBZ,False,0
253,multiple_rcpp,22,SSS_rel,the brush that painted the image in the studio,VBZ,VBZ,False,0
254,multiple_rcpp,22,SAP_rel,the brush that painted smoothly in the studios,VBZ,VBZ,False,0
255,multiple_rcpp,22,SPP_rel,the brush that painted the images in the studios,VBZ,VBZ,False,0
256,multiple_rcpp,22,SSP_rel,the brush that painted the image in the studios,VBZ,VBZ,False,0
257,multiple_rcpp,22,SPS_rel,the brush that painted the images in the studios,VBZ,VBZ,False,0
258,multiple_rcpp,22,SSA_prep,the brush in the studio that painted smoothly,VBZ,VBZ,False,0
259,multiple_rcpp,22,SSS_prep,the brush in the studio that painted the image,VBZ,VBZ,False,0
260,multiple_rcpp,22,SPA_prep,the brush in the studios that painted smoothly,VBZ,VBZ,False,0
261,multiple_rcpp,22,SPP_prep,the brush in the studios that painted the images,VBZ,VBZ,False,0
262,multiple_rcpp,22,SPS_prep,the brush in the studios that painted the image,VBZ,VBZ,False,0
263,multiple_rcpp,22,SSP_prep,the brush in the studio that painted the images,VBZ,VBZ,False,0
264,multiple_rcpp,23,SAS_rel,the punk that fought constantly in the alley,VBZ,VBZ,False,0
265,multiple_rcpp,23,SSS_rel,the punk that fought the senator in the alley,VBZ,VBZ,False,0
266,multiple_rcpp,23,SAP_rel,the punk that fought constantly in the alleys,VBZ,VBZ,False,0
267,multiple_rcpp,23,SPP_rel,the punk that fought the senators in the alleys,VBZ,VBP,True,0
268,multiple_rcpp,23,SSP_rel,the punk that fought the senator in the alleys,VBZ,VBZ,False,0
269,multiple_rcpp,23,SPS_rel,the punk that fought the senators in the alley,VBZ,VBP,True,0
270,multiple_rcpp,23,SSA_prep,the punk in the alley that fought constantly,VBZ,VBZ,False,0
271,multiple_rcpp,23,SSS_prep,the punk in the alley that fought the senator,VBZ,VBZ,False,0
272,multiple_rcpp,23,SPA_prep,the punk in the alleys that fought constantly,VBZ,VBZ,False,0
273,multiple_rcpp,23,SPP_prep,the punk in the alleys that fought the senators,VBZ,VBP,True,0
274,multiple_rcpp,23,SPS_prep,the punk in the alleys that fought the senator,VBZ,VBZ,False,0
275,multiple_rcpp,23,SSP_prep,the punk in the alley that fought the senators,VBZ,VBP,True,0
276,multiple_rcpp,24,SAS_rel,the speaker that read loudly with the student,VBZ,VBZ,False,0
277,multiple_rcpp,24,SSS_rel,the speaker that read the story with the student,VBZ,VBZ,False,0
278,multiple_rcpp,24,SAP_rel,the speaker that read loudly with the students,VBZ,VBZ,False,0
279,multiple_rcpp,24,SPP_rel,the speaker that read the stories with the students,VBZ,VBZ,False,0
280,multiple_rcpp,24,SSP_rel,the speaker that read the story with the students,VBZ,VBZ,False,0
281,multiple_rcpp,24,SPS_rel,the speaker that read the stories with the student,VBZ,VBZ,False,0
282,multiple_rcpp,24,SSA_prep,the speaker with the student that read loudly,VBZ,VBZ,False,0
283,multiple_rcpp,24,SSS_prep,the speaker with the student that read the story,VBZ,VBZ,False,0
284,multiple_rcpp,24,SPA_prep,the speaker with the students that read loudly,VBZ,VBZ,False,0
285,multiple_rcpp,24,SPP_prep,the speaker with the students that read the stories,VBZ,VBZ,False,0
286,multiple_rcpp,24,SPS_prep,the speaker with the students that read the story,VBZ,VBZ,False,0
287,multiple_rcpp,24,SSP_prep,the speaker with the student that read the stories,VBZ,VBZ,False,0
