,experiment,item_id,condition,sentence,expected,prediction,error,model
31,relative_clauses,4,object_medium,the cop that the crooked lawyers knew,VBZ,VBZ,False,0
32,relative_clauses,4,object_long,the cop that the really crooked lawyers knew,VBZ,VBZ,False,0
33,relative_clauses,4,subject_short,the cop that knew the lawyers,VBZ,VBZ,False,0
34,relative_clauses,4,subject_medium,the cop that knew the crooked lawyers,VBZ,VBZ,False,0
35,relative_clauses,4,subject_long,the cop that knew the really crooked lawyers,VBZ,VBZ,False,0
36,relative_clauses,5,embedded_short,the student that the teachers,VBP,VBP,False,0
37,relative_clauses,5,embedded_medium,the student that the kind teachers,VBP,VBP,False,0
38,relative_clauses,5,embedded_long,the student that the unreasonably kind teachers,VBP,VBP,False,0
39,relative_clauses,5,object_short,the student that the teachers loved,VBZ,VBZ,False,0
40,relative_clauses,5,object_medium,the student that the kind teachers loved,VBZ,VBZ,False,0
41,relative_clauses,5,object_long,the student that the unreasonably kind teachers loved,VBZ,VBZ,False,0
42,relative_clauses,5,subject_short,the student that loved the teachers,VBZ,VBZ,False,0
43,relative_clauses,5,subject_medium,the student that loved the kind teachers,VBZ,VBZ,False,0
44,relative_clauses,5,subject_long,the student that loved the unreasonably kind teachers,VBZ,VBZ,False,0
45,relative_clauses,6,embedded_short,the captain that the sailors,VBP,VBP,False,0
46,relative_clauses,6,embedded_medium,the captain that the salty sailors,VBP,VBP,False,0
47,relative_clauses,6,embedded_long,the captain that the absolutely salty sailors,VBP,VBP,False,0
48,relative_clauses,6,object_short,the captain that the sailors attacked,VBZ,VBZ,False,0
49,relative_clauses,6,object_medium,the captain that the salty sailors attacked,VBZ,VBZ,False,0
50,relative_clauses,6,object_long,the captain that the absolutely salty sailors attacked,VBZ,VBZ,False,0
51,relative_clauses,6,subject_short,the captain that attacked the sailors,VBZ,VBZ,False,0
52,relative_clauses,6,subject_medium,the captain that attacked the salty sailors,VBZ,VBZ,False,0
53,relative_clauses,6,subject_long,the captain that attacked the absolutely salty sailors,VBZ,VBZ,False,0
54,relative_clauses,7,embedded_short,the boss that the employees,VBP,VBP,False,0
55,relative_clauses,7,embedded_medium,the boss that the untrustworthy employees,VBP,VBP,False,0
56,relative_clauses,7,embedded_long,the boss that the completely untrustworthy employees,VBP,VBP,False,0
57,relative_clauses,7,object_short,the boss that the employees hated,VBZ,VBZ,False,0
58,relative_clauses,7,object_medium,the boss that the untrustworthy employees hated,VBZ,VBZ,False,0
59,relative_clauses,7,object_long,the boss that the completely untrustworthy employees hated,VBZ,VBP,True,0
60,relative_clauses,7,subject_short,the boss that hated the employees,VBZ,VBP,True,0
61,relative_clauses,7,subject_medium,the boss that hated the untrustworthy employees,VBZ,VBP,True,0
62,relative_clauses,7,subject_long,the boss that hated the completely untrustworthy employees,VBZ,VBP,True,0
63,relative_clauses,8,embedded_short,the therapist that the patients,VBP,VBP,False,0
64,relative_clauses,8,embedded_medium,the therapist that the sick patients,VBP,VBP,False,0
65,relative_clauses,8,embedded_long,the therapist that the hopelessly sick patients,VBP,VBP,False,0
66,relative_clauses,8,object_short,the therapist that the patients comforted,VBZ,VBZ,False,0
67,relative_clauses,8,object_medium,the therapist that the sick patients comforted,VBZ,VBZ,False,0
68,relative_clauses,8,object_long,the therapist that the hopelessly sick patients comforted,VBZ,VBZ,False,0
69,relative_clauses,8,subject_short,the therapist that comforted the patients,VBZ,VBZ,False,0
70,relative_clauses,8,subject_medium,the therapist that comforted the sick patients,VBZ,VBZ,False,0
71,relative_clauses,8,subject_long,the therapist that comforted the hopelessly sick patients,VBZ,VBZ,False,0
72,relative_clauses,9,embedded_short,the car that the trucks,VBP,VBP,False,0
73,relative_clauses,9,embedded_medium,the car that the large trucks,VBP,VBP,False,0
74,relative_clauses,9,embedded_long,the car that the massively large trucks,VBP,VBP,False,0
75,relative_clauses,9,object_short,the car that the trucks passed,VBZ,VBZ,False,0
76,relative_clauses,9,object_medium,the car that the large trucks passed,VBZ,VBZ,False,0
77,relative_clauses,9,object_long,the car that the massively large trucks passed,VBZ,VBZ,False,0
78,relative_clauses,9,subject_short,the car that passed the trucks,VBZ,VBZ,False,0
79,relative_clauses,9,subject_medium,the car that passed the large trucks,VBZ,VBZ,False,0
80,relative_clauses,9,subject_long,the car that passed the massively large trucks,VBZ,VBZ,False,0
81,relative_clauses,10,embedded_short,the brick that the stones,VBP,VBP,False,0
82,relative_clauses,10,embedded_medium,the brick that the brittle stones,VBP,VBP,False,0
83,relative_clauses,10,embedded_long,the brick that the surprisingly brittle stones,VBP,VBP,False,0
84,relative_clauses,10,object_short,the brick that the stones hit,VBZ,VBZ,False,0
85,relative_clauses,10,object_medium,the brick that the brittle stones hit,VBZ,VBZ,False,0
86,relative_clauses,10,object_long,the brick that the surprisingly brittle stones hit,VBZ,VBZ,False,0
87,relative_clauses,10,subject_short,the brick that hit the stones,VBZ,VBP,True,0
88,relative_clauses,10,subject_medium,the brick that hit the brittle stones,VBZ,VBP,True,0
89,relative_clauses,10,subject_long,the brick that hit the surprisingly brittle stones,VBZ,VBP,True,0
90,relative_clauses,11,embedded_short,the lion that the tigers,VBP,VBP,False,0
91,relative_clauses,11,embedded_medium,the lion that the hungry tigers,VBP,VBZ,True,0
92,relative_clauses,11,embedded_long,the lion that the extremely hungry tigers,VBP,VBP,False,0
93,relative_clauses,11,object_short,the lion that the tigers ate,VBZ,VBZ,False,0
94,relative_clauses,11,object_medium,the lion that the hungry tigers ate,VBZ,VBZ,False,0
95,relative_clauses,11,object_long,the lion that the extremely hungry tigers ate,VBZ,VBZ,False,0
96,relative_clauses,11,subject_short,the lion that ate the tigers,VBZ,VBZ,False,0
97,relative_clauses,11,subject_medium,the lion that ate the hungry tigers,VBZ,VBZ,False,0
98,relative_clauses,11,subject_long,the lion that ate the extremely hungry tigers,VBZ,VBZ,False,0
99,relative_clauses,12,embedded_short,the mayor that the governors,VBP,VBP,False,0
100,relative_clauses,12,embedded_medium,the mayor that the crooked governors,VBP,VBP,False,0
101,relative_clauses,12,embedded_long,the mayor that the utterly crooked governors,VBP,VBP,False,0
102,relative_clauses,12,object_short,the mayor that the governors supported,VBZ,VBP,True,0
103,relative_clauses,12,object_medium,the mayor that the crooked governors supported,VBZ,VBP,True,0
104,relative_clauses,12,object_long,the mayor that the utterly crooked governors supported,VBZ,VBZ,False,0
105,relative_clauses,12,subject_short,the mayor that supported the governors,VBZ,VBZ,False,0
106,relative_clauses,12,subject_medium,the mayor that supported the crooked governors,VBZ,VBZ,False,0
107,relative_clauses,12,subject_long,the mayor that supported the utterly crooked governors,VBZ,VBZ,False,0
108,relative_clauses,13,embedded_short,the mother that the fathers,VBP,VBP,False,0
109,relative_clauses,13,embedded_medium,the mother that the angry fathers,VBP,VBP,False,0
110,relative_clauses,13,embedded_long,the mother that the constantly angry fathers,VBP,VBP,False,0
111,relative_clauses,13,object_short,the mother that the fathers disliked,VBZ,VBZ,False,0
112,relative_clauses,13,object_medium,the mother that the angry fathers disliked,VBZ,VBZ,False,0
113,relative_clauses,13,object_long,the mother that the constantly angry fathers disliked,VBZ,VBZ,False,0
114,relative_clauses,13,subject_short,the mother that disliked the fathers,VBZ,VBZ,False,0
115,relative_clauses,13,subject_medium,the mother that disliked the angry fathers,VBZ,VBZ,False,0
116,relative_clauses,13,subject_long,the mother that disliked the constantly angry fathers,VBZ,VBZ,False,0
117,relative_clauses,14,embedded_short,the boyfriend that the girlfriends,VBP,VBP,False,0
118,relative_clauses,14,embedded_medium,the boyfriend that the special girlfriends,VBP,VBP,False,0
119,relative_clauses,14,embedded_long,the boyfriend that the truly special girlfriends,VBP,VBP,False,0
120,relative_clauses,14,object_short,the boyfriend that the girlfriends missed,VBZ,VBZ,False,0
121,relative_clauses,14,object_medium,the boyfriend that the special girlfriends missed,VBZ,VBZ,False,0
122,relative_clauses,14,object_long,the boyfriend that the truly special girlfriends missed,VBZ,VBZ,False,0
123,relative_clauses,14,subject_short,the boyfriend that missed the girlfriends,VBZ,VBP,True,0
124,relative_clauses,14,subject_medium,the boyfriend that missed the special girlfriends,VBZ,VBP,True,0
125,relative_clauses,14,subject_long,the boyfriend that missed the truly special girlfriends,VBZ,VBP,True,0
126,relative_clauses,15,embedded_short,the janitor that the coaches,VBP,VBP,False,0
127,relative_clauses,15,embedded_medium,the janitor that the strict coaches,VBP,VBP,False,0
128,relative_clauses,15,embedded_long,the janitor that the ruthlessly strict coaches,VBP,VBP,False,0
129,relative_clauses,15,object_short,the janitor that the coaches met,VBZ,VBP,True,0
130,relative_clauses,15,object_medium,the janitor that the strict coaches met,VBZ,VBP,True,0
131,relative_clauses,15,object_long,the janitor that the ruthlessly strict coaches met,VBZ,VBP,True,0
132,relative_clauses,15,subject_short,the janitor that met the coaches,VBZ,VBP,True,0
133,relative_clauses,15,subject_medium,the janitor that met the strict coaches,VBZ,VBP,True,0
134,relative_clauses,15,subject_long,the janitor that met the ruthlessly strict coaches,VBZ,VBP,True,0
135,relative_clauses,16,embedded_short,the player that the managers,VBP,VBP,False,0
136,relative_clauses,16,embedded_medium,the player that the busy managers,VBP,VBP,False,0
137,relative_clauses,16,embedded_long,the player that the frequently busy managers,VBP,VBP,False,0
138,relative_clauses,16,object_short,the player that the managers trusted,VBZ,VBZ,False,0
139,relative_clauses,16,object_medium,the player that the busy managers trusted,VBZ,VBZ,False,0
140,relative_clauses,16,object_long,the player that the frequently busy managers trusted,VBZ,VBP,True,0
141,relative_clauses,16,subject_short,the player that trusted the managers,VBZ,VBP,True,0
142,relative_clauses,16,subject_medium,the player that trusted the busy managers,VBZ,VBP,True,0
143,relative_clauses,16,subject_long,the player that trusted the frequently busy managers,VBZ,VBP,True,0
144,relative_clauses,17,embedded_short,the athlete that the referees,VBP,VBP,False,0
145,relative_clauses,17,embedded_medium,the athlete that the unfair referees,VBP,VBP,False,0
146,relative_clauses,17,embedded_long,the athlete that the totally unfair referees,VBP,VBZ,True,0
147,relative_clauses,17,object_short,the athlete that the referees called,VBZ,VBP,True,0
148,relative_clauses,17,object_medium,the athlete that the unfair referees called,VBZ,VBZ,False,0
149,relative_clauses,17,object_long,the athlete that the totally unfair referees called,VBZ,VBZ,False,0
150,relative_clauses,17,subject_short,the athlete that called the referees,VBZ,VBZ,False,0
151,relative_clauses,17,subject_medium,the athlete that called the unfair referees,VBZ,VBZ,False,0
152,relative_clauses,17,subject_long,the athlete that called the totally unfair referees,VBZ,VBZ,False,0
153,relative_clauses,18,embedded_short,the actor that the directors,VBP,VBP,False,0
154,relative_clauses,18,embedded_medium,the actor that the gifted directors,VBP,VBP,False,0
155,relative_clauses,18,embedded_long,the actor that the abnormally gifted directors,VBP,VBP,False,0
156,relative_clauses,18,object_short,the actor that the directors embraced,VBZ,VBZ,False,0
157,relative_clauses,18,object_medium,the actor that the gifted directors embraced,VBZ,VBZ,False,0
158,relative_clauses,18,object_long,the actor that the abnormally gifted directors embraced,VBZ,VBZ,False,0
159,relative_clauses,18,subject_short,the actor that embraced the directors,VBZ,VBZ,False,0
160,relative_clauses,18,subject_medium,the actor that embraced the gifted directors,VBZ,VBZ,False,0
161,relative_clauses,18,subject_long,the actor that embraced the abnormally gifted directors,VBZ,VBZ,False,0
162,relative_clauses,19,embedded_short,the soldier that the terrorists,VBP,VBP,False,0
163,relative_clauses,19,embedded_medium,the soldier that the noble terrorists,VBP,VBP,False,0
164,relative_clauses,19,embedded_long,the soldier that the hopelessly noble terrorists,VBP,VBP,False,0
165,relative_clauses,19,object_short,the soldier that the terrorists shot,VBZ,VBZ,False,0
166,relative_clauses,19,object_medium,the soldier that the noble terrorists shot,VBZ,VBZ,False,0
167,relative_clauses,19,object_long,the soldier that the hopelessly noble terrorists shot,VBZ,VBZ,False,0
168,relative_clauses,19,subject_short,the soldier that shot the terrorists,VBZ,VBZ,False,0
169,relative_clauses,19,subject_medium,the soldier that shot the noble terrorists,VBZ,VBZ,False,0
170,relative_clauses,19,subject_long,the soldier that shot the hopelessly noble terrorists,VBZ,VBZ,False,0
171,relative_clauses,20,embedded_short,the baker that the drivers,VBP,VBP,False,0
172,relative_clauses,20,embedded_medium,the baker that the energetic drivers,VBP,VBP,False,0
173,relative_clauses,20,embedded_long,the baker that the inappropriately energetic drivers,VBP,VBP,False,0
174,relative_clauses,20,object_short,the baker that the drivers paid,VBZ,VBP,True,0
175,relative_clauses,20,object_medium,the baker that the energetic drivers paid,VBZ,VBP,True,0
176,relative_clauses,20,object_long,the baker that the inappropriately energetic drivers paid,VBZ,VBP,True,0
177,relative_clauses,20,subject_short,the baker that paid the drivers,VBZ,VBP,True,0
178,relative_clauses,20,subject_medium,the baker that paid the energetic drivers,VBZ,VBP,True,0
179,relative_clauses,20,subject_long,the baker that paid the inappropriately energetic drivers,VBZ,VBP,True,0
0,relative_clauses,1,embedded_short,the nurse that the doctors,VBP,VBP,False,1
1,relative_clauses,1,embedded_medium,the nurse that the talented doctors,VBP,VBP,False,1
2,relative_clauses,1,embedded_long,the nurse that the amazingly talented doctors,VBP,VBP,False,1
3,relative_clauses,1,object_short,the nurse that the doctors found,VBZ,VBP,True,1
4,relative_clauses,1,object_medium,the nurse that the talented doctors found,VBZ,VBP,True,1
5,relative_clauses,1,object_long,the nurse that the amazingly talented doctors found,VBZ,VBP,True,1
6,relative_clauses,1,subject_short,the nurse that found the doctors,VBZ,VBP,True,1
7,relative_clauses,1,subject_medium,the nurse that found the talented doctors,VBZ,VBP,True,1
8,relative_clauses,1,subject_long,the nurse that found the amazingly talented doctors,VBZ,VBP,True,1
9,relative_clauses,2,embedded_short,the boy that the girls,VBP,VBP,False,1
10,relative_clauses,2,embedded_medium,the boy that the beautiful girls,VBP,VBP,False,1
11,relative_clauses,2,embedded_long,the boy that the very beautiful girls,VBP,VBP,False,1
12,relative_clauses,2,object_short,the boy that the girls helped,VBZ,VBZ,False,1
13,relative_clauses,2,object_medium,the boy that the beautiful girls helped,VBZ,VBZ,False,1
14,relative_clauses,2,object_long,the boy that the very beautiful girls helped,VBZ,VBZ,False,1
15,relative_clauses,2,subject_short,the boy that helped the girls,VBZ,VBP,True,1
16,relative_clauses,2,subject_medium,the boy that helped the beautiful girls,VBZ,VBP,True,1
17,relative_clauses,2,subject_long,the boy that helped the very beautiful girls,VBZ,VBP,True,1
18,relative_clauses,3,embedded_short,the dog that the cats,VBP,VBP,False,1
19,relative_clauses,3,embedded_medium,the dog that the mean cats,VBP,VBP,False,1
20,relative_clauses,3,embedded_long,the dog that the particularly mean cats,VBP,VBP,False,1
21,relative_clauses,3,object_short,the dog that the cats chased,VBZ,VBZ,False,1
22,relative_clauses,3,object_medium,the dog that the mean cats chased,VBZ,VBZ,False,1
23,relative_clauses,3,object_long,the dog that the particularly mean cats chased,VBZ,VBZ,False,1
24,relative_clauses,3,subject_short,the dog that chased the cats,VBZ,VBZ,False,1
25,relative_clauses,3,subject_medium,the dog that chased the mean cats,VBZ,VBZ,False,1
26,relative_clauses,3,subject_long,the dog that chased the particularly mean cats,VBZ,VBZ,False,1
27,relative_clauses,4,embedded_short,the cop that the lawyers,VBP,VBP,False,1
28,relative_clauses,4,embedded_medium,the cop that the crooked lawyers,VBP,VBP,False,1
29,relative_clauses,4,embedded_long,the cop that the really crooked lawyers,VBP,VBP,False,1
30,relative_clauses,4,object_short,the cop that the lawyers knew,VBZ,VBZ,False,1
31,relative_clauses,4,object_medium,the cop that the crooked lawyers knew,VBZ,VBZ,False,1
32,relative_clauses,4,object_long,the cop that the really crooked lawyers knew,VBZ,VBZ,False,1
33,relative_clauses,4,subject_short,the cop that knew the lawyers,VBZ,VBP,True,1
34,relative_clauses,4,subject_medium,the cop that knew the crooked lawyers,VBZ,VBZ,False,1
35,relative_clauses,4,subject_long,the cop that knew the really crooked lawyers,VBZ,VBZ,False,1
36,relative_clauses,5,embedded_short,the student that the teachers,VBP,VBP,False,1
37,relative_clauses,5,embedded_medium,the student that the kind teachers,VBP,VBP,False,1
38,relative_clauses,5,embedded_long,the student that the unreasonably kind teachers,VBP,VBZ,True,1
39,relative_clauses,5,object_short,the student that the teachers loved,VBZ,VBZ,False,1
40,relative_clauses,5,object_medium,the student that the kind teachers loved,VBZ,VBZ,False,1
41,relative_clauses,5,object_long,the student that the unreasonably kind teachers loved,VBZ,VBZ,False,1
42,relative_clauses,5,subject_short,the student that loved the teachers,VBZ,VBZ,False,1
43,relative_clauses,5,subject_medium,the student that loved the kind teachers,VBZ,VBZ,False,1
44,relative_clauses,5,subject_long,the student that loved the unreasonably kind teachers,VBZ,VBZ,False,1
45,relative_clauses,6,embedded_short,the captain that the sailors,VBP,VBP,False,1
46,relative_clauses,6,embedded_medium,the captain that the salty sailors,VBP,VBP,False,1
47,relative_clauses,6,embedded_long,the captain that the absolutely salty sailors,VBP,VBP,False,1
48,relative_clauses,6,object_short,the captain that the sailors attacked,VBZ,VBP,True,1
49,relative_clauses,6,object_medium,the captain that the salty sailors attacked,VBZ,VBZ,False,1
50,relative_clauses,6,object_long,the captain that the absolutely salty sailors attacked,VBZ,VBZ,False,1
51,relative_clauses,6,subject_short,the captain that attacked the sailors,VBZ,VBZ,False,1
52,relative_clauses,6,subject_medium,the captain that attacked the salty sailors,VBZ,VBZ,False,1
53,relative_clauses,6,subject_long,the captain that attacked the absolutely salty sailors,VBZ,VBZ,False,1
54,relative_clauses,7,embedded_short,the boss that the employees,VBP,VBP,False,1
55,relative_clauses,7,embedded_medium,the boss that the untrustworthy employees,VBP,VBP,False,1
56,relative_clauses,7,embedded_long,the boss that the completely untrustworthy employees,VBP,VBP,False,1
57,relative_clauses,7,object_short,the boss that the employees hated,VBZ,VBP,True,1
58,relative_clauses,7,object_medium,the boss that the untrustworthy employees hated,VBZ,VBZ,False,1
59,relative_clauses,7,object_long,the boss that the completely untrustworthy employees hated,VBZ,VBZ,False,1
60,relative_clauses,7,subject_short,the boss that hated the employees,VBZ,VBP,True,1
61,relative_clauses,7,subject_medium,the boss that hated the untrustworthy employees,VBZ,VBZ,False,1
62,relative_clauses,7,subject_long,the boss that hated the completely untrustworthy employees,VBZ,VBZ,False,1
63,relative_clauses,8,embedded_short,the therapist that the patients,VBP,VBP,False,1
64,relative_clauses,8,embedded_medium,the therapist that the sick patients,VBP,VBP,False,1
65,relative_clauses,8,embedded_long,the therapist that the hopelessly sick patients,VBP,VBP,False,1
66,relative_clauses,8,object_short,the therapist that the patients comforted,VBZ,VBZ,False,1
67,relative_clauses,8,object_medium,the therapist that the sick patients comforted,VBZ,VBZ,False,1
68,relative_clauses,8,object_long,the therapist that the hopelessly sick patients comforted,VBZ,VBZ,False,1
69,relative_clauses,8,subject_short,the therapist that comforted the patients,VBZ,VBP,True,1
70,relative_clauses,8,subject_medium,the therapist that comforted the sick patients,VBZ,VBZ,False,1
71,relative_clauses,8,subject_long,the therapist that comforted the hopelessly sick patients,VBZ,VBZ,False,1
72,relative_clauses,9,embedded_short,the car that the trucks,VBP,VBP,False,1
73,relative_clauses,9,embedded_medium,the car that the large trucks,VBP,VBP,False,1
74,relative_clauses,9,embedded_long,the car that the massively large trucks,VBP,VBP,False,1
75,relative_clauses,9,object_short,the car that the trucks passed,VBZ,VBP,True,1
76,relative_clauses,9,object_medium,the car that the large trucks passed,VBZ,VBP,True,1
77,relative_clauses,9,object_long,the car that the massively large trucks passed,VBZ,VBP,True,1
78,relative_clauses,9,subject_short,the car that passed the trucks,VBZ,VBP,True,1
79,relative_clauses,9,subject_medium,the car that passed the large trucks,VBZ,VBP,True,1
80,relative_clauses,9,subject_long,the car that passed the massively large trucks,VBZ,VBP,True,1
81,relative_clauses,10,embedded_short,the brick that the stones,VBP,VBP,False,1
82,relative_clauses,10,embedded_medium,the brick that the brittle stones,VBP,VBP,False,1
83,relative_clauses,10,embedded_long,the brick that the surprisingly brittle stones,VBP,VBP,False,1
84,relative_clauses,10,object_short,the brick that the stones hit,VBZ,VBZ,False,1
85,relative_clauses,10,object_medium,the brick that the brittle stones hit,VBZ,VBZ,False,1
86,relative_clauses,10,object_long,the brick that the surprisingly brittle stones hit,VBZ,VBZ,False,1
87,relative_clauses,10,subject_short,the brick that hit the stones,VBZ,VBP,True,1
88,relative_clauses,10,subject_medium,the brick that hit the brittle stones,VBZ,VBZ,False,1
89,relative_clauses,10,subject_long,the brick that hit the surprisingly brittle stones,VBZ,VBZ,False,1
90,relative_clauses,11,embedded_short,the lion that the tigers,VBP,VBP,False,1
91,relative_clauses,11,embedded_medium,the lion that the hungry tigers,VBP,VBP,False,1
92,relative_clauses,11,embedded_long,the lion that the extremely hungry tigers,VBP,VBP,False,1
93,relative_clauses,11,object_short,the lion that the tigers ate,VBZ,VBZ,False,1
94,relative_clauses,11,object_medium,the lion that the hungry tigers ate,VBZ,VBZ,False,1
95,relative_clauses,11,object_long,the lion that the extremely hungry tigers ate,VBZ,VBZ,False,1
96,relative_clauses,11,subject_short,the lion that ate the tigers,VBZ,VBP,True,1
97,relative_clauses,11,subject_medium,the lion that ate the hungry tigers,VBZ,VBZ,False,1
98,relative_clauses,11,subject_long,the lion that ate the extremely hungry tigers,VBZ,VBZ,False,1
99,relative_clauses,12,embedded_short,the mayor that the governors,VBP,VBP,False,1
100,relative_clauses,12,embedded_medium,the mayor that the crooked governors,VBP,VBP,False,1
101,relative_clauses,12,embedded_long,the mayor that the utterly crooked governors,VBP,VBP,False,1
102,relative_clauses,12,object_short,the mayor that the governors supported,VBZ,VBP,True,1
103,relative_clauses,12,object_medium,the mayor that the crooked governors supported,VBZ,VBP,True,1
104,relative_clauses,12,object_long,the mayor that the utterly crooked governors supported,VBZ,VBP,True,1
105,relative_clauses,12,subject_short,the mayor that supported the governors,VBZ,VBP,True,1
106,relative_clauses,12,subject_medium,the mayor that supported the crooked governors,VBZ,VBP,True,1
107,relative_clauses,12,subject_long,the mayor that supported the utterly crooked governors,VBZ,VBP,True,1
108,relative_clauses,13,embedded_short,the mother that the fathers,VBP,VBP,False,1
109,relative_clauses,13,embedded_medium,the mother that the angry fathers,VBP,VBP,False,1
110,relative_clauses,13,embedded_long,the mother that the constantly angry fathers,VBP,VBP,False,1
111,relative_clauses,13,object_short,the mother that the fathers disliked,VBZ,VBP,True,1
112,relative_clauses,13,object_medium,the mother that the angry fathers disliked,VBZ,VBZ,False,1
113,relative_clauses,13,object_long,the mother that the constantly angry fathers disliked,VBZ,VBZ,False,1
114,relative_clauses,13,subject_short,the mother that disliked the fathers,VBZ,VBP,True,1
115,relative_clauses,13,subject_medium,the mother that disliked the angry fathers,VBZ,VBP,True,1
116,relative_clauses,13,subject_long,the mother that disliked the constantly angry fathers,VBZ,VBZ,False,1
117,relative_clauses,14,embedded_short,the boyfriend that the girlfriends,VBP,VBP,False,1
118,relative_clauses,14,embedded_medium,the boyfriend that the special girlfriends,VBP,VBP,False,1
119,relative_clauses,14,embedded_long,the boyfriend that the truly special girlfriends,VBP,VBP,False,1
120,relative_clauses,14,object_short,the boyfriend that the girlfriends missed,VBZ,VBP,True,1
121,relative_clauses,14,object_medium,the boyfriend that the special girlfriends missed,VBZ,VBP,True,1
122,relative_clauses,14,object_long,the boyfriend that the truly special girlfriends missed,VBZ,VBP,True,1
123,relative_clauses,14,subject_short,the boyfriend that missed the girlfriends,VBZ,VBP,True,1
124,relative_clauses,14,subject_medium,the boyfriend that missed the special girlfriends,VBZ,VBP,True,1
125,relative_clauses,14,subject_long,the boyfriend that missed the truly special girlfriends,VBZ,VBP,True,1
126,relative_clauses,15,embedded_short,the janitor that the coaches,VBP,VBP,False,1
127,relative_clauses,15,embedded_medium,the janitor that the strict coaches,VBP,VBP,False,1
128,relative_clauses,15,embedded_long,the janitor that the ruthlessly strict coaches,VBP,VBP,False,1
129,relative_clauses,15,object_short,the janitor that the coaches met,VBZ,VBP,True,1
130,relative_clauses,15,object_medium,the janitor that the strict coaches met,VBZ,VBP,True,1
131,relative_clauses,15,object_long,the janitor that the ruthlessly strict coaches met,VBZ,VBP,True,1
132,relative_clauses,15,subject_short,the janitor that met the coaches,VBZ,VBP,True,1
133,relative_clauses,15,subject_medium,the janitor that met the strict coaches,VBZ,VBP,True,1
134,relative_clauses,15,subject_long,the janitor that met the ruthlessly strict coaches,VBZ,VBP,True,1
135,relative_clauses,16,embedded_short,the player that the managers,VBP,VBP,False,1
136,relative_clauses,16,embedded_medium,the player that the busy managers,VBP,VBP,False,1
137,relative_clauses,16,embedded_long,the player that the frequently busy managers,VBP,VBP,False,1
138,relative_clauses,16,object_short,the player that the managers trusted,VBZ,VBP,True,1
139,relative_clauses,16,object_medium,the player that the busy managers trusted,VBZ,VBZ,False,1
140,relative_clauses,16,object_long,the player that the frequently busy managers trusted,VBZ,VBZ,False,1
141,relative_clauses,16,subject_short,the player that trusted the managers,VBZ,VBP,True,1
142,relative_clauses,16,subject_medium,the player that trusted the busy managers,VBZ,VBP,True,1
143,relative_clauses,16,subject_long,the player that trusted the frequently busy managers,VBZ,VBP,True,1
144,relative_clauses,17,embedded_short,the athlete that the referees,VBP,VBP,False,1
145,relative_clauses,17,embedded_medium,the athlete that the unfair referees,VBP,VBP,False,1
146,relative_clauses,17,embedded_long,the athlete that the totally unfair referees,VBP,VBP,False,1
